"station";"x_utm";"y_utm";"WB_name";"TYP_NFS06";"WB_ID";"area";"institution";"type";"typology";"chla";"country";"date";"station_depth";"secchi";"temp";"sali";"TP";"TN";"dens_dif";"springlag";"year";"month";"obspoint";"period";"MSMDI";"logitMSMDI";"BQI";"depth";"O2";"time"
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.15;"SE";2001-12-04;38;5;5.735;23.57925;0.6875;19.4;4.66044497214421;1;2001;12;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.79;"SE";2002-01-08;38;9;1.865;24.88225;0.49;15.6;6.31410642957826;1;2002;1;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.835;"SE";2002-02-05;39;4;3.6825;23.92775;0.795;22.7;6.39580179882273;1;2002;2;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";5.53;"SE";2002-03-05;39;8.5;2.915;24.43525;0.7875;27.5;4.97145625338749;1;2002;3;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.445;"SE";2002-04-03;39;4.3;5.345;16.445;0.47;25.125;12.542551182059;1;2002;4;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.51;"SE";2002-05-06;38;7;8.8025;17.25975;0.3675;19.6;14.939507883435;1;2002;5;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.655;"SE";2002-06-04;38;4;14.7425;15.62875;0.4125;21.9;16.6604578867659;1;2002;6;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.015;"SE";2002-07-02;38;7;16.08;24.02725;0.2525;19.55;6.11628656784103;1;2002;7;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";5.76;"SE";2002-08-07;38;4;19.73;17.65725;0.38;21.85;14.3501391470459;1;2002;8;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.415;"SE";2002-09-03;37;5;18.0475;22.96125;0.5125;20.925;13.408543347774;1;2002;9;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";4.685;"SE";2002-10-01;38;5;15.405;25.697;0.5175;15.4;8.41243654605853;1;2002;10;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";4.345;"SE";2002-11-05;39;8;6.78;23.5955;0.523333333333333;16.3333333333333;4.91692396020949;1;2002;11;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2;"SE";2002-12-03;37;4;4.205;23.46525;0.5;19.725;7.50524319397675;1;2002;12;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.735;"SE";2003-02-04;38;1.5;0.875;25.45;0.86;23.4;5.51367483346041;1;2003;2;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";14.155;"SE";2003-03-04;38;1.5;-0.665;15.488;0.6425;26.575;15.2902060694266;1;2003;3;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";12.22;"SE";2003-03-18;34;1.9;2.84;23.4555;0.555;25.65;10.2411178194023;1;2003;3;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";4.17;"SE";2003-04-01;38;5;3.8525;26.4885;0.4125;18.4;7.76024728892833;1;2003;4;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.52;"SE";2003-04-15;36;6;4.21;21.602;0.4875;18.925;9.07702147320515;1;2003;4;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.745;"SE";2003-05-06;38;3;8.7725;19.31475;0.3125;16.775;12.3639674082413;1;2003;5;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.05;"SE";2003-05-20;38;1.5;11.1675;18.04825;0.4475;21.025;12.8055626693405;1;2003;5;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.75;"SE";2003-06-03;38;3;14.66;18.47275;0.4225;20.225;13.7856892869618;1;2003;6;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.215;"SE";2003-06-17;36;2.7;15.1825;21.07125;0.2875;20.5;11.5564125006392;1;2003;6;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.085;"SE";2003-07-01;39;9;17.0125;21.835;0.2725;15.825;9.59600703649562;1;2003;7;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.23;"SE";2003-07-15;37;4.1;17.8375;23.766;0.365;18.025;10.2305303826017;1;2003;7;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.07;"SE";2003-08-05;34;5;20.04;20.4725;0.3925;20.7;12.6228060693941;1;2003;8;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.175;"SE";2003-08-14;37;3.5;20.78;21.27375;0.62;17.975;11.1668630321662;1;2003;8;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.59;"SE";2003-09-02;38;2.1;17.3275;25.5285;0.4575;13.65;6.09290737918286;1;2003;9;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";4.48;"SE";2003-09-17;37;2;16.6225;22.57725;0.5;17.8;11.685232932748;1;2003;9;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.04;"SE";2003-10-07;39;2.2;13.105;24.895;0.56;17.625;6.75561330929713;1;2003;10;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.735;"SE";2003-10-21;37;3;9.715;23.42675;0.4225;18.625;5.85610662253725;1;2003;10;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.545;"SE";2003-11-04;38;3;8.3575;23.765;0.5475;18.55;8.23722062387753;1;2003;11;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.17;"SE";2003-11-18;38;6.3;7.1;21.359;0.49;18.425;10.4870693377619;1;2003;11;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.505;"SE";2003-12-02;39;4;6.695;20.14175;0.57;22.625;10.8270927839036;1;2003;12;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.71;"SE";2003-12-16;38;2.5;7.1175;30.57525;0.7725;17.175;3.22973751508925;1;2003;12;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.785;"SE";2004-02-03;37;6;1.2475;24.282;0.6525;20.1;6.93903650936295;1;2004;2;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";14.495;"SE";2004-03-02;39;4;1.355;23.17175;0.5925;18.95;8.47722394902667;1;2004;3;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.845;"SE";2004-04-06;37;4;4.64;17.73175;0.395;26.175;13.1882284348819;1;2004;4;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.1;"SE";2004-05-04;39;6;9.8225;19.159;0.29;16.2;12.5239918534405;1;2004;5;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.345;"SE";2004-06-01;38;6.5;12.795;20.7775;0.315;16.85;11.4120786065254;1;2004;6;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.995;"SE";2004-07-06;38;4;15.49;23.01875;0.3325;15.625;8.7190213179482;1;2004;7;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";4;"SE";2004-08-03;34;5;18.105;20.25825;0.35;18.4;12.1627943640618;1;2004;8;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.975;"SE";2004-09-07;38;7;17.1975;20.6445;0.3675;15.775;10.860759804898;1;2004;9;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.41;"SE";2004-10-05;39;4;13.64;23.65075;0.545;15.925;6.20579662489013;1;2004;10;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.355;"SE";2004-11-02;37;3;9.97;20.0045;0.565;25.025;10.1665939614787;1;2004;11;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.81;"SE";2004-12-07;39;5;7.0325;26.773;0.7225;18.975;5.39747793097854;1;2004;12;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.63;"SE";2005-02-01;38;5;2.3175;22.77;0.775;25.225;10.5492811842355;1;2005;2;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";9.22;"SE";2005-03-01;39;2;0.675;19.9055;0.7925;24.45;11.0511724100626;1;2005;3;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.085;"SE";2005-04-05;37;6;3.83;16.5115;0.5025;21.725;14.6911469095074;1;2005;4;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.025;"SE";2005-05-02;38;5;8.6075;16.81575;0.5375;19.65;14.793574317758;1;2005;5;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.585;"SE";2005-06-08;38;4.5;12.2125;21.62925;0.51;17.825;12.296060670456;1;2005;6;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.2;"SE";2005-07-05;38;9;18.225;18.61075;0.5875;15.075;13.3133410190785;1;2005;7;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.075;"SE";2005-08-02;37;8;18.155;20.459;0.48;12.6;10.8094769588273;1;2005;8;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.78;"SE";2005-09-06;36;8;17.1775;20.3405;0.685;19.6;10.4823565140283;1;2005;9;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.415;"SE";2005-10-04;38;5;14.3425;22.6945;0.6925;16.475;8.25283782042141;1;2005;10;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.295;"SE";2005-11-01;39;8;11.0625;21.914;0.86;19.625;8.94341119179285;1;2005;11;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.86;"SE";2005-12-06;39;4;5.9725;22.5135;0.825;19.975;6.88504800693556;1;2005;12;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";5.82;"SE";2006-01-10;38;6;1.7525;22.09625;0.8075;15.6;8.14895668237443;1;2006;1;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";6.53;"SE";2006-02-07;37;4;0.5825;21.33025;0.935;20.025;10.3641218067663;1;2006;2;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.98;"SE";2006-03-07;38;;1.12;22.735;0.63;20.225;10.8402384516005;1;2006;3;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.775;"SE";2006-04-04;37;5;2.4025;21.2345;0.7625;20.7;11.3055604125786;1;2006;4;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";4.825;"SE";2006-05-02;40;2.5;7.92;19.0975;1.04;25.75;12.4495545266798;1;2006;5;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";5.605;"SE";2006-05-30;38;2;10.7725;20.57375;0.7725;23.825;13.5418979639297;1;2006;5;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.87;"SE";2006-07-04;38;9.5;19.51;19.25675;0.5225;14.6;13.3629071221687;1;2006;7;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.155;"SE";2006-08-01;39;5;21.395;22.03425;0.495;14.85;11.762828307465;1;2006;8;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";6.645;"SE";2006-09-05;39;3;17.52;26.46275;0.65;15.425;7.16945623550851;1;2006;9;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";2.57;"SE";2006-10-03;35;7;16.38;22.13775;0.63;18.025;9.45687257357542;1;2006;10;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.95;"SE";2006-11-07;37;4;12.5475;30.9595;0.845;16.375;1.46456962510138;1;2006;11;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.61;"SE";2006-12-05;38;5;8.7175;21.86325;0.79;20.4;6.15969830650386;1;2006;12;"DANAFJORD";"2001-2006";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.01111111111111;"SE";2007-01-10;38;3;6.9;24.1875;0.7925;23.1;7.0016924110804;1;2007;1;"DANAFJORD";"2007-2012";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.5;"SE";2007-02-07;37;2.5;4.275;24.8533333333333;0.77;28;6.49676896597055;1;2007;2;"DANAFJORD";"2007-2012";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";1.55555555555556;"SE";2007-03-07;36;3.5;2.4525;16.8675;0.7575;30.9;14.8767657405782;1;2007;3;"DANAFJORD";"2007-2012";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";0.633333333333333;"SE";2007-04-04;40;4;5.91;17.975;0.4325;23.85;16.5732202746764;1;2007;4;"DANAFJORD";"2007-2012";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.16666666666667;"SE";2007-05-03;38;4.5;10.2875;20.1075;0.335;20.275;11.4248793502888;1;2007;5;"DANAFJORD";"2007-2012";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";4.08888888888889;"SE";2007-06-05;36;3;14.54;18.0975;0.2825;21.09;14.1231175957295;1;2007;6;"DANAFJORD";"2007-2012";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.95555555555555;"SE";2007-07-04;38;3;16.46;19.1175;0.395;20.8475;13.9335764293681;1;2007;7;"DANAFJORD";"2007-2012";;;;;;
"DANAFJORD";302387;6396523;"Dana fjord";1;"SE574000-114230";33709261.8147;"SMHI";"NEA 8b";"SE_1s";3.16111111111111;"SE";2007-08-08;38;4.5;18.62;19.6225;0.425;19.47;12.3522090662277;1;2007;8;"DANAFJORD";"2007-2012";;;;;;
